Id,Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
1035,18-05-2021,US,United States of America,AMRO,17984,32623220,302,580468
1036,19-05-2021,US,United States of America,AMRO,23942,32647162,515,580983
1037,20-05-2021,US,United States of America,AMRO,29792,32676954,734,581717
1038,21-05-2021,US,United States of America,AMRO,29296,32706250,629,582346
1039,22-05-2021,US,United States of America,AMRO,28743,32734993,607,582953
1040,23-05-2021,US,United States of America,AMRO,27921,32762914,743,583696
1041,24-05-2021,US,United States of America,AMRO,21034,32783948,457,584153
1042,25-05-2021,US,United States of America,AMRO,13925,32797873,547,584700
1043,26-05-2021,US,United States of America,AMRO,22239,32820112,482,585182
1044,27-05-2021,US,United States of America,AMRO,24435,32844547,588,585770
1045,28-05-2021,US,United States of America,AMRO,24462,32869009,1120,586890
1046,29-05-2021,US,United States of America,AMRO,22401,32891410,659,587549
1047,30-05-2021,US,United States of America,AMRO,25091,32916501,743,588292
1048,31-05-2021,US,United States of America,AMRO,12677,32929178,304,588596
1049,01-06-2021,US,United States of America,AMRO,9821,32938999,160,588756
1050,02-06-2021,US,United States of America,AMRO,3678,32942677,110,588866
1051,03-06-2021,US,United States of America,AMRO,20641,32963318,689,589555
1052,04-06-2021,US,United States of America,AMRO,15989,32979307,540,590095
1053,05-06-2021,US,United States of America,AMRO,18568,32997875,598,590693
1054,06-06-2021,US,United States of America,AMRO,17729,33015604,583,591276
1055,07-06-2021,US,United States of America,AMRO,11608,33027212,420,591696
1056,08-06-2021,US,United States of America,AMRO,15410,33042622,418,592114
1057,09-06-2021,US,United States of America,AMRO,13739,33056361,496,592610
1058,10-06-2021,US,United States of America,AMRO,16551,33072912,322,592932
1059,11-06-2021,US,United States of America,AMRO,22053,33094965,433,593365
1060,12-06-2021,US,United States of America,AMRO,13304,33108269,513,593878
1061,13-06-2021,US,United States of America,AMRO,12354,33120623,394,594272
1062,14-06-2021,US,United States of America,AMRO,11678,33132301,224,594496
1063,15-06-2021,US,United States of America,AMRO,8197,33140498,148,594644
1064,16-06-2021,US,United States of America,AMRO,11180,33151678,244,594888
1065,17-06-2021,US,United States of America,AMRO,11954,33163632,368,595256
1066,18-06-2021,US,United States of America,AMRO,11767,33175399,335,595591
