Id,Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
619,28-03-2020,US,United States of America,AMRO,17135,89686,267,1404
620,29-03-2020,US,United States of America,AMRO,18547,108233,450,1854
621,30-03-2020,US,United States of America,AMRO,19444,127677,459,2313
622,31-03-2020,US,United States of America,AMRO,18136,145813,331,2644
623,01-04-2020,US,United States of America,AMRO,22395,168208,511,3155
624,02-04-2020,US,United States of America,AMRO,22834,191042,752,3907
625,03-04-2020,US,United States of America,AMRO,27357,218399,912,4819
626,04-04-2020,US,United States of America,AMRO,25982,244381,970,5789
627,05-04-2020,US,United States of America,AMRO,35131,279512,1067,6856
628,06-04-2020,US,United States of America,AMRO,30593,310105,1157,8013
629,07-04-2020,US,United States of America,AMRO,25511,335616,1364,9377
630,08-04-2020,US,United States of America,AMRO,42604,378220,3243,12620
631,09-04-2020,US,United States of America,AMRO,21975,400195,674,13294
632,10-04-2020,US,United States of America,AMRO,31714,431909,1958,15252
633,11-04-2020,US,United States of America,AMRO,31215,463124,2343,17595
634,12-04-2020,US,United States of America,AMRO,34595,497719,1640,19235
635,13-04-2020,US,United States of America,AMRO,32364,530083,1971,21206
636,14-04-2020,US,United States of America,AMRO,27973,558056,1380,22586
637,15-04-2020,US,United States of America,AMRO,24540,582596,597,23183
638,16-04-2020,US,United States of America,AMRO,25794,608390,2356,25539
639,17-04-2020,US,United States of America,AMRO,27172,635562,6508,32047
640,18-04-2020,US,United States of America,AMRO,29015,664577,2011,34058
641,19-04-2020,US,United States of America,AMRO,29978,694555,2451,36509
642,20-04-2020,US,United States of America,AMRO,29759,724314,1794,38303
643,21-04-2020,US,United States of America,AMRO,24371,748685,1878,40181
644,22-04-2020,US,United States of America,AMRO,29479,778164,2807,42988
645,23-04-2020,US,United States of America,AMRO,26339,804503,2820,45808
646,24-04-2020,US,United States of America,AMRO,26644,831147,1771,47579
647,25-04-2020,US,United States of America,AMRO,37063,868210,2489,50068
648,26-04-2020,US,United States of America,AMRO,30408,898618,1652,51720
649,27-04-2020,US,United States of America,AMRO,33630,932248,2017,53737
650,28-04-2020,US,United States of America,AMRO,27787,960035,1460,55197
651,29-04-2020,US,United States of America,AMRO,24270,984305,1423,56620
652,30-04-2020,US,United States of America,AMRO,24095,1008400,2253,58873
653,01-05-2020,US,United States of America,AMRO,26299,1034699,2474,61347
654,02-05-2020,US,United States of America,AMRO,31184,1065883,2264,63611
655,03-05-2020,US,United States of America,AMRO,30169,1096052,1939,65550
656,04-05-2020,US,United States of America,AMRO,28743,1124795,1494,67044
657,05-05-2020,US,United States of America,AMRO,29161,1153956,1728,68772
658,06-05-2020,US,United States of America,AMRO,19069,1173025,976,69748
659,07-05-2020,US,United States of America,AMRO,22690,1195715,2455,72203
660,08-05-2020,US,United States of America,AMRO,23593,1219308,2310,74513
661,09-05-2020,US,United States of America,AMRO,30297,1249605,2277,76790
662,10-05-2020,US,United States of America,AMRO,25214,1274819,1620,78410
663,11-05-2020,US,United States of America,AMRO,26914,1301733,1626,80036
664,12-05-2020,US,United States of America,AMRO,23871,1325604,980,81016
665,13-05-2020,US,United States of America,AMRO,18080,1343684,1076,82092
666,14-05-2020,US,United States of America,AMRO,22025,1365709,1526,83618
667,15-05-2020,US,United States of America,AMRO,20953,1386662,1644,85262
668,16-05-2020,US,United States of America,AMRO,26972,1413634,1794,87056
669,17-05-2020,US,United States of America,AMRO,22855,1436489,1483,88539
670,18-05-2020,US,United States of America,AMRO,32243,1468732,1399,89938
671,19-05-2020,US,United States of America,AMRO,13346,1482078,696,90634
672,20-05-2020,US,United States of America,AMRO,24654,1506732,982,91616
673,21-05-2020,US,United States of America,AMRO,24261,1530993,1324,92940
674,22-05-2020,US,United States of America,AMRO,22354,1553347,1347,94287
675,23-05-2020,US,United States of America,AMRO,20665,1574012,1083,95370
676,24-05-2020,US,United States of America,AMRO,24382,1598394,1832,97202
677,25-05-2020,US,United States of America,AMRO,26188,1624582,1030,98232
678,26-05-2020,US,United States of America,AMRO,14957,1639539,643,98875
679,27-05-2020,US,United States of America,AMRO,24630,1664169,637,99512
680,28-05-2020,US,United States of America,AMRO,16630,1680799,802,100314
681,29-05-2020,US,United States of America,AMRO,20020,1700819,1388,101702
682,30-05-2020,US,United States of America,AMRO,21459,1722278,1215,102917
683,31-05-2020,US,United States of America,AMRO,18053,1740331,1054,103971
684,01-06-2020,US,United States of America,AMRO,23921,1764252,929,104900
685,02-06-2020,US,United States of America,AMRO,25812,1790064,661,105561
686,03-06-2020,US,United States of America,AMRO,12207,1802271,609,106170
687,04-06-2020,US,United States of America,AMRO,25127,1827398,1058,107228
688,05-06-2020,US,United States of America,AMRO,15268,1842666,948,108176
689,06-06-2020,US,United States of America,AMRO,20648,1863314,900,109076
690,07-06-2020,US,United States of America,AMRO,29515,1892829,1109,110185
691,08-06-2020,US,United States of America,AMRO,28389,1921218,705,110890
692,09-06-2020,US,United States of America,AMRO,17526,1938744,516,111406
693,10-06-2020,US,United States of America,AMRO,17902,1956646,796,112202
694,11-06-2020,US,United States of America,AMRO,18029,1974675,924,113126
695,12-06-2020,US,United States of America,AMRO,21303,1995978,831,113957
696,13-06-2020,US,United States of America,AMRO,22644,2018622,932,114889
697,14-06-2020,US,United States of America,AMRO,22179,2040801,694,115583
698,15-06-2020,US,United States of America,AMRO,24677,2065478,674,116257
699,16-06-2020,US,United States of America,AMRO,20844,2086322,406,116663
700,17-06-2020,US,United States of America,AMRO,19600,2105922,519,117182
701,18-06-2020,US,United States of America,AMRO,29741,2135663,749,117931
702,19-06-2020,US,United States of America,AMRO,24393,2160056,719,118650
703,20-06-2020,US,United States of America,AMRO,28912,2188968,719,119369
704,21-06-2020,US,United States of America,AMRO,32879,2221847,707,120076
705,22-06-2020,US,United States of America,AMRO,32891,2254738,595,120671
706,23-06-2020,US,United States of America,AMRO,27874,2282612,366,121037
707,24-06-2020,US,United States of America,AMRO,26719,2309331,439,121476
708,25-06-2020,US,United States of America,AMRO,35074,2344405,824,122300
709,26-06-2020,US,United States of America,AMRO,39364,2383769,704,123004
710,27-06-2020,US,United States of America,AMRO,39824,2423593,2553,125557
711,28-06-2020,US,United States of America,AMRO,45239,2468832,656,126213
712,29-06-2020,US,United States of America,AMRO,44729,2513561,559,126772
713,30-06-2020,US,United States of America,AMRO,40282,2553843,964,127736
714,01-07-2020,US,United States of America,AMRO,37174,2591017,446,128182
715,02-07-2020,US,United States of America,AMRO,45607,2636624,710,128892
716,03-07-2020,US,United States of America,AMRO,55938,2692562,760,129652
717,04-07-2020,US,United States of America,AMRO,55490,2748052,699,130351
718,05-07-2020,US,United States of America,AMRO,56340,2804392,773,131124
719,06-07-2020,US,United States of America,AMRO,50876,2855268,434,131558
720,07-07-2020,US,United States of America,AMRO,42980,2898248,381,131939
721,08-07-2020,US,United States of America,AMRO,51356,2949604,528,132467
722,09-07-2020,US,United States of America,AMRO,53167,3002771,1018,133485
723,10-07-2020,US,United States of America,AMRO,66610,3069381,1058,134543
724,11-07-2020,US,United States of America,AMRO,60075,3129456,878,135421
725,12-07-2020,US,United States of America,AMRO,69090,3198546,903,136324
726,13-07-2020,US,United States of America,AMRO,61027,3259573,839,137163
727,14-07-2020,US,United States of America,AMRO,60071,3319644,691,137854
728,15-07-2020,US,United States of America,AMRO,60648,3380292,604,138458
729,16-07-2020,US,United States of America,AMRO,60242,3440534,993,139451
730,17-07-2020,US,United States of America,AMRO,70732,3511266,1088,140539
731,18-07-2020,US,United States of America,AMRO,72641,3583907,1041,141580
732,19-07-2020,US,United States of America,AMRO,76170,3660077,1007,142587
733,20-07-2020,US,United States of America,AMRO,64007,3724084,943,143530
734,21-07-2020,US,United States of America,AMRO,61095,3785179,764,144294
735,22-07-2020,US,United States of America,AMRO,58837,3844016,746,145040
736,23-07-2020,US,United States of America,AMRO,64223,3908239,1185,146225
737,24-07-2020,US,United States of America,AMRO,70150,3978389,1133,147358
738,25-07-2020,US,United States of America,AMRO,70791,4049180,1232,148590
739,26-07-2020,US,United States of America,AMRO,72859,4122039,1203,149793
740,27-07-2020,US,United States of America,AMRO,61341,4183380,1044,150837
741,28-07-2020,US,United States of America,AMRO,58028,4241408,712,151549
742,29-07-2020,US,United States of America,AMRO,53900,4295308,786,152335
743,30-07-2020,US,United States of America,AMRO,58936,4354244,1259,153594
744,31-07-2020,US,United States of America,AMRO,63689,4417933,1277,154871
745,01-08-2020,US,United States of America,AMRO,67033,4484966,1413,156284
746,02-08-2020,US,United States of America,AMRO,65085,4550051,1298,157582
747,03-08-2020,US,United States of America,AMRO,57487,4607538,1120,158702
748,04-08-2020,US,United States of America,AMRO,51454,4658992,700,159402
749,05-08-2020,US,United States of America,AMRO,44264,4703256,797,160199
750,06-08-2020,US,United States of America,AMRO,51879,4755135,1062,161261
751,07-08-2020,US,United States of America,AMRO,52165,4807300,1270,162531
752,08-08-2020,US,United States of America,AMRO,55029,4862329,1173,163704
753,09-08-2020,US,United States of America,AMRO,59103,4921432,1266,164970
754,10-08-2020,US,United States of America,AMRO,53881,4975313,1027,165997
755,11-08-2020,US,United States of America,AMRO,46664,5021977,664,166661
756,12-08-2020,US,United States of America,AMRO,40656,5062633,774,167435
757,13-08-2020,US,United States of America,AMRO,56093,5118726,1202,168637
758,14-08-2020,US,United States of America,AMRO,56111,5174837,1302,169939
759,15-08-2020,US,United States of America,AMRO,52986,5227823,1138,171077
760,16-08-2020,US,United States of America,AMRO,54307,5282130,1114,172191
761,17-08-2020,US,United States of America,AMRO,54073,5336203,975,173166
762,18-08-2020,US,United States of America,AMRO,40975,5377178,804,173970
763,19-08-2020,US,United States of America,AMRO,38075,5415253,575,174545
764,20-08-2020,US,United States of America,AMRO,40748,5456001,1120,175665
765,21-08-2020,US,United States of America,AMRO,45066,5501067,1224,176889
766,22-08-2020,US,United States of America,AMRO,45400,5546467,972,177861
767,23-08-2020,US,United States of America,AMRO,45233,5591700,990,178851
768,24-08-2020,US,United States of America,AMRO,43901,5635601,889,179740
769,25-08-2020,US,United States of America,AMRO,36673,5672274,653,180393
770,26-08-2020,US,United States of America,AMRO,35532,5707806,549,180942
771,27-08-2020,US,United States of America,AMRO,39301,5747107,1047,181989
772,28-08-2020,US,United States of America,AMRO,45693,5792800,1023,183012
773,29-08-2020,US,United States of America,AMRO,47020,5839820,980,183992
774,30-08-2020,US,United States of America,AMRO,45058,5884878,904,184896
775,31-08-2020,US,United States of America,AMRO,41120,5925998,914,185810
776,01-09-2020,US,United States of America,AMRO,35618,5961616,482,186292
777,02-09-2020,US,United States of America,AMRO,33577,5995193,510,186802
778,03-09-2020,US,United States of America,AMRO,44250,6039443,1015,187817
779,04-09-2020,US,United States of America,AMRO,42145,6081588,868,188685
780,05-09-2020,US,United States of America,AMRO,46120,6127708,976,189661
781,06-09-2020,US,United States of America,AMRO,49920,6177628,904,190565
782,07-09-2020,US,United States of America,AMRO,41531,6219159,778,191343
783,08-09-2020,US,United States of America,AMRO,33158,6252317,511,191854
784,09-09-2020,US,United States of America,AMRO,25513,6277830,303,192157
785,10-09-2020,US,United States of America,AMRO,26272,6304102,465,192622
786,11-09-2020,US,United States of America,AMRO,34383,6338485,1061,193683
787,12-09-2020,US,United States of America,AMRO,38207,6376692,989,194672
788,13-09-2020,US,United States of America,AMRO,44820,6421512,899,195571
789,14-09-2020,US,United States of America,AMRO,39476,6460988,731,196302
790,15-09-2020,US,United States of America,AMRO,31548,6492536,547,196849
791,16-09-2020,US,United States of America,AMRO,34811,6527347,437,197286
792,17-09-2020,US,United States of America,AMRO,35785,6563132,861,198147
793,18-09-2020,US,United States of America,AMRO,42294,6605426,1167,199314
794,19-09-2020,US,United States of America,AMRO,44236,6649662,784,200098
795,20-09-2020,US,United States of America,AMRO,47199,6696861,866,200964
796,21-09-2020,US,United States of America,AMRO,41497,6738358,599,201563
797,22-09-2020,US,United States of America,AMRO,33890,6772248,346,201909
798,23-09-2020,US,United States of America,AMRO,40150,6812398,502,202411
799,24-09-2020,US,United States of America,AMRO,48953,6861351,761,203172
800,25-09-2020,US,United States of America,AMRO,40835,6902186,1074,204246
801,26-09-2020,US,United States of America,AMRO,44051,6946237,849,205095
802,27-09-2020,US,United States of America,AMRO,49872,6996109,815,205910
803,28-09-2020,US,United States of America,AMRO,42704,7038813,774,206684
804,29-09-2020,US,United States of America,AMRO,34869,7073682,329,207013
805,30-09-2020,US,United States of America,AMRO,36695,7110377,340,207353
806,01-10-2020,US,United States of America,AMRO,39442,7149819,900,208253
807,02-10-2020,US,United States of America,AMRO,46266,7196085,782,209035
808,03-10-2020,US,United States of America,AMRO,46928,7243013,833,209868
809,04-10-2020,US,United States of America,AMRO,50322,7293335,828,210696
810,05-10-2020,US,United States of America,AMRO,46719,7340054,663,211359
811,06-10-2020,US,United States of America,AMRO,35996,7376050,451,211810
812,07-10-2020,US,United States of America,AMRO,42534,7418584,477,212287
813,08-10-2020,US,United States of America,AMRO,41353,7459937,641,212928
814,09-10-2020,US,United States of America,AMRO,54640,7514577,803,213731
815,10-10-2020,US,United States of America,AMRO,55452,7570029,917,214648
816,11-10-2020,US,United States of America,AMRO,57896,7627925,899,215547
817,12-10-2020,US,United States of America,AMRO,50821,7678746,584,216131
818,13-10-2020,US,United States of America,AMRO,47522,7726268,580,216711
819,14-10-2020,US,United States of America,AMRO,48048,7774316,454,217165
820,15-10-2020,US,United States of America,AMRO,50113,7824429,766,217931
821,16-10-2020,US,United States of America,AMRO,56983,7881412,797,218728
822,17-10-2020,US,United States of America,AMRO,63546,7944958,843,219571
823,18-10-2020,US,United States of America,AMRO,67772,8012730,976,220547
824,19-10-2020,US,United States of America,AMRO,53584,8066314,629,221176
825,20-10-2020,US,United States of America,AMRO,48425,8114739,574,221750
826,21-10-2020,US,United States of America,AMRO,59697,8174436,634,222384
827,22-10-2020,US,United States of America,AMRO,62309,8236745,847,223231
828,23-10-2020,US,United States of America,AMRO,65402,8302147,1042,224273
829,24-10-2020,US,United States of America,AMRO,75563,8377710,988,225261
830,25-10-2020,US,United States of America,AMRO,82223,8459933,961,226222
831,26-10-2020,US,United States of America,AMRO,78289,8538222,884,227106
832,27-10-2020,US,United States of America,AMRO,62409,8600631,436,227542
833,28-10-2020,US,United States of America,AMRO,68534,8669165,616,228158
834,29-10-2020,US,United States of America,AMRO,75619,8744784,938,229096
835,30-10-2020,US,United States of America,AMRO,83863,8828647,1063,230159
836,31-10-2020,US,United States of America,AMRO,90856,8919503,1094,231253
837,01-11-2020,US,United States of America,AMRO,99242,9018745,1042,232295
838,02-11-2020,US,United States of America,AMRO,87919,9106664,824,233119
839,03-11-2020,US,United States of America,AMRO,137913,9244577,512,233631
840,04-11-2020,US,United States of America,AMRO,91368,9335945,664,234295
841,05-11-2020,US,United States of America,AMRO,96301,9432246,1136,235431
842,06-11-2020,US,United States of America,AMRO,110818,9543064,1172,236603
843,07-11-2020,US,United States of America,AMRO,122899,9665963,1159,237762
844,08-11-2020,US,United States of America,AMRO,133346,9799309,1221,238983
845,09-11-2020,US,United States of America,AMRO,129150,9928459,1086,240069
846,10-11-2020,US,United States of America,AMRO,105550,10034009,615,240684
847,11-11-2020,US,United States of America,AMRO,128515,10162524,866,241550
848,12-11-2020,US,United States of America,AMRO,144244,10306768,1874,243424
849,13-11-2020,US,United States of America,AMRO,151353,10458121,1000,244424
850,14-11-2020,US,United States of America,AMRO,160338,10618459,1707,246131
851,15-11-2020,US,United States of America,AMRO,179536,10797995,1313,247444
852,16-11-2020,US,United States of America,AMRO,161174,10959169,1322,248766
853,17-11-2020,US,United States of America,AMRO,139878,11099047,798,249564
854,18-11-2020,US,United States of America,AMRO,158847,11257894,943,250507
855,19-11-2020,US,United States of America,AMRO,165487,11423381,1612,252119
856,20-11-2020,US,United States of America,AMRO,168357,11591738,1789,253908
857,21-11-2020,US,United States of America,AMRO,188087,11779825,1947,255855
858,22-11-2020,US,United States of America,AMRO,196984,11976809,1888,257743
859,23-11-2020,US,United States of America,AMRO,176061,12152870,1477,259220
860,24-11-2020,US,United States of America,AMRO,149442,12302312,1061,260281
861,25-11-2020,US,United States of America,AMRO,164455,12466767,1258,261539
862,26-11-2020,US,United States of America,AMRO,174690,12641457,2089,263628
863,27-11-2020,US,United States of America,AMRO,188981,12830438,2246,265874
864,28-11-2020,US,United States of America,AMRO,147728,12978166,1441,267315
865,29-11-2020,US,United States of America,AMRO,176261,13154427,1525,268840
866,30-11-2020,US,United States of America,AMRO,147682,13302109,1401,270241
867,01-12-2020,US,United States of America,AMRO,135420,13437529,994,271235
868,02-12-2020,US,United States of America,AMRO,160365,13597894,1491,272726
869,03-12-2020,US,United States of America,AMRO,189757,13787651,2534,275260
870,04-12-2020,US,United States of America,AMRO,205815,13993466,2734,277994
871,05-12-2020,US,United States of America,AMRO,222840,14216306,2844,280838
872,06-12-2020,US,United States of America,AMRO,224358,14440664,2440,283278
873,07-12-2020,US,United States of America,AMRO,208854,14649518,2341,285619
874,08-12-2020,US,United States of America,AMRO,173874,14823392,1316,286935
875,09-12-2020,US,United States of America,AMRO,194996,15018388,1841,288776
876,10-12-2020,US,United States of America,AMRO,227096,15245484,2668,291444
877,11-12-2020,US,United States of America,AMRO,217561,15463045,3187,294631
878,12-12-2020,US,United States of America,AMRO,209909,15672954,2838,297469
879,13-12-2020,US,United States of America,AMRO,250135,15923089,3024,300493
880,14-12-2020,US,United States of America,AMRO,217251,16140340,2396,302889
881,15-12-2020,US,United States of America,AMRO,180769,16321109,1649,304538
882,16-12-2020,US,United States of America,AMRO,202385,16523494,1908,306446
883,17-12-2020,US,United States of America,AMRO,200935,16724429,2968,309414
884,18-12-2020,US,United States of America,AMRO,243962,16968391,3420,312834
885,19-12-2020,US,United States of America,AMRO,246505,17214896,3446,316280
886,20-12-2020,US,United States of America,AMRO,237330,17452226,2754,319034
887,21-12-2020,US,United States of America,AMRO,198918,17651144,2584,321618
888,22-12-2020,US,United States of America,AMRO,192411,17843555,1803,323421
889,23-12-2020,US,United States of America,AMRO,187349,18030904,1937,325358
890,24-12-2020,US,United States of America,AMRO,200442,18231346,3244,328602
891,25-12-2020,US,United States of America,AMRO,232439,18463785,3348,331950
892,26-12-2020,US,United States of America,AMRO,196598,18660383,2820,334770
893,27-12-2020,US,United States of America,AMRO,133256,18793639,1768,336538
894,28-12-2020,US,United States of America,AMRO,183182,18976821,1598,338136
895,29-12-2020,US,United States of America,AMRO,148496,19125317,1702,339838
896,30-12-2020,US,United States of America,AMRO,179388,19304705,2017,341855
897,31-12-2020,US,United States of America,AMRO,208626,19513331,3543,345398
898,01-01-2021,US,United States of America,AMRO,237337,19750668,3726,349124
899,02-01-2021,US,United States of America,AMRO,230749,19981417,3277,352401
900,03-01-2021,US,United States of America,AMRO,172805,20154222,2581,354982
901,04-01-2021,US,United States of America,AMRO,280226,20434448,2578,357560
902,05-01-2021,US,United States of America,AMRO,207617,20642065,1744,359304
903,06-01-2021,US,United States of America,AMRO,182342,20824407,2129,361433
904,07-01-2021,US,United States of America,AMRO,234989,21059396,3713,365146
905,08-01-2021,US,United States of America,AMRO,249893,21309289,3772,368918
906,09-01-2021,US,United States of America,AMRO,278047,21587336,4125,373043
907,10-01-2021,US,United States of America,AMRO,312247,21899583,3601,376644
908,11-01-2021,US,United States of America,AMRO,242706,22142289,3427,380071
909,12-01-2021,US,United States of America,AMRO,217568,22359857,2340,382411
910,13-01-2021,US,United States of America,AMRO,202149,22562006,2320,384731
911,14-01-2021,US,United States of America,AMRO,222108,22784114,4048,388779
912,15-01-2021,US,United States of America,AMRO,224827,23008941,4004,392783
913,16-01-2021,US,United States of America,AMRO,224744,23233685,3773,396556
914,17-01-2021,US,United States of America,AMRO,245914,23479599,3552,400108
915,18-01-2021,US,United States of America,AMRO,212299,23691898,3499,403607
916,19-01-2021,US,United States of America,AMRO,183737,23875635,2136,405743
917,20-01-2021,US,United States of America,AMRO,152372,24028007,2030,407773
918,21-01-2021,US,United States of America,AMRO,149551,24177558,2384,410157
919,22-01-2021,US,United States of America,AMRO,188128,24365686,4180,414337
920,23-01-2021,US,United States of America,AMRO,188609,24554295,3902,418239
921,24-01-2021,US,United States of America,AMRO,189131,24743426,3776,422015
922,25-01-2021,US,United States of America,AMRO,168956,24912382,3190,425205
923,26-01-2021,US,United States of America,AMRO,139791,25052173,2144,427349
924,27-01-2021,US,United States of America,AMRO,134873,25187046,2233,429582
925,28-01-2021,US,United States of America,AMRO,149329,25336375,3592,433174
926,29-01-2021,US,United States of America,AMRO,155950,25492325,3698,436872
927,30-01-2021,US,United States of America,AMRO,156221,25648546,3546,440418
928,31-01-2021,US,United States of America,AMRO,148456,25797002,3273,443691
929,01-02-2021,US,United States of America,AMRO,156826,25953828,2828,446519
930,02-02-2021,US,United States of America,AMRO,109424,26063252,2009,448528
931,03-02-2021,US,United States of America,AMRO,126530,26189782,1902,450430
932,04-02-2021,US,United States of America,AMRO,119657,26309439,3169,453599
933,05-02-2021,US,United States of America,AMRO,118677,26428116,3320,456919
934,06-02-2021,US,United States of America,AMRO,124853,26552969,4827,461746
935,07-02-2021,US,United States of America,AMRO,127221,26680190,3345,465091
936,08-02-2021,US,United States of America,AMRO,107773,26787963,2678,467769
937,09-02-2021,US,United States of America,AMRO,90525,26878488,1536,469305
938,10-02-2021,US,United States of America,AMRO,82328,26960816,1590,470895
939,11-02-2021,US,United States of America,AMRO,91671,27052487,2672,473567
940,12-02-2021,US,United States of America,AMRO,96084,27148571,3162,476729
941,13-02-2021,US,United States of America,AMRO,100571,27249142,3185,479914
942,14-02-2021,US,United States of America,AMRO,97779,27346921,5156,485070
943,15-02-2021,US,United States of America,AMRO,87963,27434884,3172,488242
944,16-02-2021,US,United States of America,AMRO,65813,27500697,1334,489576
945,17-02-2021,US,United States of America,AMRO,55128,27555825,1261,490837
946,18-02-2021,US,United States of America,AMRO,56692,27612517,1500,492337
947,19-02-2021,US,United States of America,AMRO,70074,27682591,2577,494914
948,20-02-2021,US,United States of America,AMRO,67806,27750397,2397,497311
949,21-02-2021,US,United States of America,AMRO,72906,27823303,2410,499721
950,22-02-2021,US,United States of America,AMRO,69631,27892934,2004,501725
951,23-02-2021,US,United States of America,AMRO,53992,27946926,1300,503025
952,24-02-2021,US,United States of America,AMRO,55864,28002790,1640,504665
953,25-02-2021,US,United States of America,AMRO,69267,28072057,1925,506590
954,26-02-2021,US,United States of America,AMRO,75437,28147494,2099,508689
955,27-02-2021,US,United States of America,AMRO,73453,28220947,2966,511655
956,28-02-2021,US,United States of America,AMRO,72996,28293943,1868,513523
957,01-03-2021,US,United States of America,AMRO,69545,28363488,1691,515214
958,02-03-2021,US,United States of America,AMRO,50194,28413682,898,516112
959,03-03-2021,US,United States of America,AMRO,51100,28464782,1309,517421
960,04-03-2021,US,United States of America,AMRO,55363,28520145,1873,519294
961,05-03-2021,US,United States of America,AMRO,64273,28584418,1612,520906
962,06-03-2021,US,United States of America,AMRO,65806,28650224,1551,522457
963,07-03-2021,US,United States of America,AMRO,65637,28715861,2000,524457
964,08-03-2021,US,United States of America,AMRO,57906,28773767,1478,525935
965,09-03-2021,US,United States of America,AMRO,42111,28815878,876,526811
966,10-03-2021,US,United States of America,AMRO,43161,28859039,928,527739
967,11-03-2021,US,United States of America,AMRO,53809,28912848,1369,529108
968,12-03-2021,US,United States of America,AMRO,60869,28973717,1347,530455
969,13-03-2021,US,United States of America,AMRO,60308,29034025,1324,531779
970,14-03-2021,US,United States of America,AMRO,62503,29096528,1222,533001
971,15-03-2021,US,United States of America,AMRO,52686,29149214,946,533947
972,16-03-2021,US,United States of America,AMRO,42393,29191607,588,534535
973,17-03-2021,US,United States of America,AMRO,45186,29236793,735,535270
974,18-03-2021,US,United States of America,AMRO,52164,29288957,939,536209
975,19-03-2021,US,United States of America,AMRO,57808,29346765,1004,537213
976,20-03-2021,US,United States of America,AMRO,58402,29405167,1343,538556
977,21-03-2021,US,United States of America,AMRO,61405,29466572,1359,539915
978,22-03-2021,US,United States of America,AMRO,60643,29527215,712,540627
979,23-03-2021,US,United States of America,AMRO,39024,29566239,451,541078
980,24-03-2021,US,United States of America,AMRO,55399,29621638,957,542035
981,25-03-2021,US,United States of America,AMRO,59983,29681621,729,542764
982,26-03-2021,US,United States of America,AMRO,65751,29747372,1091,543855
983,27-03-2021,US,United States of America,AMRO,67796,29815168,1237,545092
984,28-03-2021,US,United States of America,AMRO,71388,29886556,1170,546262
985,29-03-2021,US,United States of America,AMRO,63131,29949687,775,547037
986,30-03-2021,US,United States of America,AMRO,47266,29996953,516,547553
987,31-03-2021,US,United States of America,AMRO,61844,30058797,626,548179
988,01-04-2021,US,United States of America,AMRO,62561,30121358,763,548942
989,02-04-2021,US,United States of America,AMRO,69552,30190910,915,549857
990,03-04-2021,US,United States of America,AMRO,74707,30265617,815,550672
991,04-04-2021,US,United States of America,AMRO,64869,30330486,780,551452
992,05-04-2021,US,United States of America,AMRO,67736,30398222,722,552174
993,06-04-2021,US,United States of America,AMRO,41253,30439475,400,552574
994,07-04-2021,US,United States of America,AMRO,63035,30502510,335,552909
995,08-04-2021,US,United States of America,AMRO,61226,30563736,708,553617
996,09-04-2021,US,United States of America,AMRO,76069,30639805,772,554389
997,10-04-2021,US,United States of America,AMRO,76573,30716378,948,555337
998,11-04-2021,US,United States of America,AMRO,80567,30796945,930,556267
999,12-04-2021,US,United States of America,AMRO,68114,30865059,792,557059
1000,13-04-2021,US,United States of America,AMRO,53594,30918653,341,557400
1001,14-04-2021,US,United States of America,AMRO,57801,30976454,559,557959
1002,15-04-2021,US,United States of America,AMRO,77231,31053685,746,558705
1003,16-04-2021,US,United States of America,AMRO,74225,31127910,834,559539
1004,17-04-2021,US,United States of America,AMRO,72382,31200292,907,560446
1005,18-04-2021,US,United States of America,AMRO,75086,31275378,910,561356
1006,19-04-2021,US,United States of America,AMRO,70121,31345499,709,562065
1007,20-04-2021,US,United States of America,AMRO,53170,31398669,370,562435
1008,21-04-2021,US,United States of America,AMRO,44409,31443078,443,562878
1009,22-04-2021,US,United States of America,AMRO,59744,31502822,783,563661
1010,23-04-2021,US,United States of America,AMRO,63523,31566345,860,564521
1011,24-04-2021,US,United States of America,AMRO,65060,31631405,825,565346
1012,25-04-2021,US,United States of America,AMRO,61884,31693289,838,566184
1013,26-04-2021,US,United States of America,AMRO,56630,31749919,766,566950
1014,27-04-2021,US,United States of America,AMRO,40961,31790880,307,567257
1015,28-04-2021,US,United States of America,AMRO,28756,31819636,446,567703
1016,29-04-2021,US,United States of America,AMRO,51594,31871230,618,568321
1017,30-04-2021,US,United States of America,AMRO,54600,31925830,846,569167
1018,01-05-2021,US,United States of America,AMRO,59748,31985578,858,570025
1019,02-05-2021,US,United States of America,AMRO,53619,32039197,810,570835
1020,03-05-2021,US,United States of America,AMRO,50396,32089593,765,571600
1021,04-05-2021,US,United States of America,AMRO,37543,32127136,419,572019
1022,05-05-2021,US,United States of America,AMRO,32382,32159518,435,572454
1023,06-05-2021,US,United States of America,AMRO,44514,32204032,798,573252
1024,07-05-2021,US,United States of America,AMRO,44855,32248887,715,573967
1025,08-05-2021,US,United States of America,AMRO,44787,32293674,764,574731
1026,09-05-2021,US,United States of America,AMRO,45192,32338866,790,575521
1027,10-05-2021,US,United States of America,AMRO,38091,32376957,645,576166
1028,11-05-2021,US,United States of America,AMRO,27426,32404383,278,576444
1029,12-05-2021,US,United States of America,AMRO,22334,32426717,402,576846
1030,13-05-2021,US,United States of America,AMRO,34676,32461393,666,577512
1031,14-05-2021,US,United States of America,AMRO,35093,32496486,745,578257
1032,15-05-2021,US,United States of America,AMRO,37587,32534073,727,578984
1033,16-05-2021,US,United States of America,AMRO,40431,32574504,680,579664
1034,17-05-2021,US,United States of America,AMRO,30732,32605236,502,580166
